0,0,1,0
1,0.206265,-9.53674e-07,4294943486
1,19.3375,0.0188273,4294943506
0,19.9731,0.999342,21
1,39.4965,0.0469926,4294943526
0,40.0141,0.99737,41
0,60.3417,0.99389,61
1,60.4494,0.0839541,4294943546
1,79.2364,0.129098,4294943566
0,79.905,0.989505,81
1,99.3318,0.181744,4294943586
0,99.9237,0.983631,101
1,119.365,0.241157,4294943606
0,119.985,0.976089,121
1,139.308,0.306552,4294943626
0,139.975,0.967616,141
0,160.492,0.957903,161
1,161.03,0.377109,4294943646
1,179.253,0.451975,4294943666
0,179.956,0.946974,181
1,199.301,0.530279,4294943686
0,199.949,0.934855,201
1,219.358,0.611139,4294943706
0,220.048,0.921573,221
1,239.343,0.693674,4294943726
0,239.949,0.907161,241
1,259.799,0.772835,4294943746
0,259.929,0.891652,261
1,279.29,0.86028,4294943766
0,279.967,0.875082,281
1,299.283,0.942656,4294943786
0,299.934,0.857489,301
1,319.318,1.02333,4294943806
0,319.996,0.838916,321
1,341.597,1.10155,4294943826
1,359.265,1.17659,4294943846
0,359.948,0.799001,361
1,379.242,1.24778,4294943866
0,380.18,0.777751,381
1,400.241,1.31451,4294943886
1,419.38,1.37625,4294943906
0,420.038,0.732913,421
1,439.287,1.4325,4294943926
0,439.942,0.709426,441
1,459.286,1.48285,4294943946
0,459.933,0.685299,461
1,479.335,1.52696,4294943966
0,479.938,0.660587,481
1,502.793,1.56455,4294943986
0,520.883,0.609629,521
1,521.225,1.59406,4294944006
1,539.399,1.6195,4294944026
0,539.944,0.584813,541
0,559.916,0.557009,561
1,560.335,1.63597,4294944046
1,579.212,1.64661,4294944066
0,579.912,0.530221,581
1,599.286,1.65047,4294944086
0,599.958,0.503193,601
0,619.946,0.475985,621
1,620.517,1.64735,4294944106
1,639.337,1.63782,4294944126
0,640.024,0.448654,641
1,659.245,1.62306,4294944146
0,659.913,0.42126,661
1,679.602,1.60064,4294944166
0,679.967,0.395231,681
1,699.487,1.5737,4294944186
0,700.008,0.366516,701
1,719.285,1.54174,4294944206
0,719.921,0.339282,721
1,739.357,1.50522,4294944226
0,739.998,0.312215,741
1,759.279,1.46464,4294944246
0,759.938,0.286706,761
1,779.25,1.42051,4294944266
0,779.901,0.260125,781
1,799.2,1.37337,4294944286
0,799.914,0.232568,801
1,819.598,1.32378,4294944306
0,819.993,0.206714,821
1,839.378,1.27231,4294944326
0,840.151,0.181295,841
1,859.257,1.22219,4294944346
0,859.931,0.157591,861
1,879.544,1.16599,4294944366
0,880.06,0.133155,881
1,899.331,1.11227,4294944386
0,899.916,0.108114,901
1,919.27,1.0589,4294944406
0,919.989,0.0848971,921
1,939.375,1.00642,4294944426
0,940.06,0.0623396,941
1,959.247,0.957833,4294944446
0,959.969,0.04048,961
0,979.927,0.0193553,981
1,982.682,0.906078,4294944466
1,999.273,0.859141,4294944486
0,999.915,-1.16619e-06,1001
1,1019.21,0.817055,4294944506
0,1019.99,-0.0205542,1021
1,1039.45,0.775747,4294944526
0,1040.14,-0.0392775,1041
1,1059.32,0.736031,4294944546
0,1060.12,-0.0562701,1061
1,1079.3,0.701988,4294944566
0,1079.97,-0.0741255,1081
0,1099.99,-0.0902041,1101
1,1119.35,0.645897,4294944606
0,1120,-0.105359,1121
1,1139.39,0.625172,4294944626
0,1140.04,-0.119575,1141
1,1159.32,0.606857,4294944646
0,1160.04,-0.132196,1161
1,1180.37,0.593953,4294944666
0,1180.45,-0.145134,1181
1,1199.27,0.585485,4294944686
0,1199.96,-0.156459,1201
1,1219.27,0.581514,4294944706
0,1219.97,-0.166805,1221
1,1239.4,0.581661,4294944726
0,1240.06,-0.17617,1241
1,1259.35,0.586104,4294944746
0,1259.98,-0.184158,1261
1,1279.3,0.594582,4294944766
0,1279.93,-0.191958,1281
1,1299.34,0.606899,4294944786
0,1299.91,-0.19839,1301
1,1321.85,0.621947,4294944806
0,1321.96,-0.203855,1321
1,1340.1,0.6421,4294944826
0,1340.22,-0.208162,1341
1,1359.36,0.664439,4294944846
0,1360.05,-0.211776,1361
1,1379.69,0.688216,4294944866
0,1380.03,-0.214572,1381
1,1399.32,0.71705,4294944886
0,1399.97,-0.216301,1401
0,1424.25,-0.217141,1421
1,1439.34,0.777981,4294944926
0,1439.98,-0.217111,1441
1,1459.35,0.809014,4294944946
0,1460.03,-0.216301,1461
0,1481.24,-0.21465,1481
1,1482.1,0.842667,4294944966
1,1499.24,0.878697,4294944986
0,1499.95,-0.212064,1501
0,1519.93,-0.208821,1521
1,1520.09,0.913295,4294945006
1,1539.29,0.947809,4294945026
0,1539.96,-0.204849,1541
1,1559.4,0.981893,4294945046
0,1560.02,-0.20043,1561
1,1579.29,1.01358,4294945066
0,1580,-0.194851,1581
0,1599.89,-0.189206,1601
1,1601.39,1.04747,4294945086
1,1619.53,1.07836,4294945106
0,1620,-0.182348,1621
1,1639.35,1.1076,4294945126
0,1639.94,-0.175251,1641
1,1659.34,1.13364,4294945146
0,1660.11,-0.167642,1661
1,1679.33,1.1602,4294945166
0,1679.95,-0.15956,1681
1,1699.28,1.18205,4294945186
0,1699.98,-0.151045,1701
1,1719.27,1.20265,4294945206
0,1719.98,-0.14214,1721
1,1739.34,1.22146,4294945226
0,1739.97,-0.132884,1741
1,1759.4,1.2366,4294945246
0,1760.07,-0.12332,1761
1,1779.34,1.24894,4294945266
0,1779.95,-0.11349,1781
0,1801.13,-0.103943,1801
1,1801.25,1.25804,4294945286
1,1819.29,1.26509,4294945306
0,1819.98,-0.0931975,1821
1,1839.35,1.26888,4294945326
0,1840.02,-0.0828185,1841
1,1859.38,1.26987,4294945346
0,1860,-0.0728648,1861
1,1880.2,1.26812,4294945366
0,1880.57,-0.0618002,1881
1,1899.28,1.26401,4294945386
0,1899.99,-0.0512417,1901
1,1919.33,1.25681,4294945406
0,1919.96,-0.0407029,1921
1,1939.32,1.2475,4294945426
