0,0,0,0
0,21,22.6975,0.0207892
0,41,39.6128,0.0507991
0,61,59.5963,0.0894365
0,81,79.6109,0.13604
0,101,99.6121,0.189889
1,1,99.8116,0
1,22,119.549,0.0207892
0,121,119.705,0.250212
1,42,139.505,0.0507991
0,141,139.639,0.316197
1,62,159.495,0.0894365
0,161,159.716,0.387
1,82,179.503,0.13604
0,181,179.689,0.461756
1,102,199.483,0.189889
0,201,199.646,0.539585
1,122,219.498,0.250212
0,221,219.636,0.619606
1,142,239.506,0.316197
0,241,240.678,0.700944
1,162,259.534,0.387
0,261,259.713,0.782736
1,182,279.527,0.461756
0,281,279.703,0.864143
0,301,299.652,0.944356
1,222,319.503,0.619606
1,242,339.519,0.700944
0,341,339.661,1.09816
1,262,359.507,0.782736
0,361,359.644,1.17035
1,282,379.53,0.864143
0,381,379.679,1.23854
1,302,399.527,0.944356
0,401,399.665,1.30218
1,322,419.494,1.0226
0,421,419.719,1.36077
1,342,439.529,1.09816
0,441,439.661,1.41388
1,362,459.536,1.17035
0,461,459.689,1.46114
1,382,479.519,1.23854
0,481,479.693,1.50226
1,402,499.531,1.30218
0,501,499.682,1.53702
1,422,519.543,1.36077
0,521,519.706,1.56527
1,442,539.552,1.41388
0,541,539.7,1.58693
1,462,559.507,1.46114
0,561,559.657,1.60199
1,482,579.56,1.50226
0,581,579.718,1.6105
1,502,599.536,1.53702
0,601,599.677,1.61259
1,522,619.508,1.56527
0,621,619.658,1.60843
1,542,639.544,1.58693
0,641,640.773,1.59827
1,562,659.509,1.60199
0,661,660.178,1.5824
1,582,679.543,1.6105
0,681,679.684,1.56115
1,602,699.521,1.61259
0,701,699.67,1.53491
1,622,719.535,1.60843
0,721,719.68,1.50411
1,642,739.511,1.59827
0,741,739.664,1.46919
1,662,759.537,1.5824
0,761,759.691,1.43063
1,682,779.546,1.56115
0,781,779.681,1.38895
1,702,799.524,1.53491
0,801,799.695,1.34466
1,722,819.504,1.50411
0,821,819.674,1.29829
1,742,839.56,1.46919
0,841,839.657,1.25037
1,762,859.528,1.43063
0,861,859.698,1.20143
1,782,879.538,1.38895
0,881,879.733,1.15201
1,802,899.552,1.34466
0,901,899.692,1.10261
1,822,919.57,1.29829
0,921,919.716,1.05372
1,842,939.594,1.25037
0,941,939.821,1.00584
1,862,959.544,1.20143
0,961,959.697,0.959406
1,882,979.605,1.15201
0,981,979.763,0.914843
1,902,999.581,1.10261
0,1001,999.724,0.872542
1,922,1019.54,1.05372
0,1021,1019.7,0.832859
1,942,1039.56,1.00584
0,1041,1039.7,0.796112
1,962,1059.55,0.959406
0,1061,1060.51,0.762578
1,982,1079.56,0.914843
0,1081,1079.69,0.732494
0,1101,1099.68,0.706056
1,1022,1119.54,0.832859
0,1121,1119.69,0.683415
1,1042,1139.57,0.796112
0,1141,1139.69,0.664679
1,1062,1159.56,0.762578
0,1161,1159.72,0.649916
1,1082,1179.54,0.732494
0,1181,1179.69,0.639147
1,1102,1199.55,0.706056
0,1201,1199.69,0.632358
1,1122,1219.51,0.683415
0,1221,1219.65,0.629489
1,1142,1239.52,0.664679
0,1241,1239.66,0.630448
1,1162,1259.52,0.649916
0,1261,1259.67,0.635103
1,1182,1279.54,0.639147
0,1281,1279.68,0.643292
1,1202,1299.53,0.632358
0,1301,1299.67,0.654821
1,1222,1319.52,0.629489
0,1321,1319.67,0.669467
1,1242,1339.54,0.630448
0,1341,1339.65,0.686985
1,1262,1359.53,0.635103
0,1361,1360.51,0.707109
1,1282,1379.55,0.643292
0,1381,1379.93,0.729553
1,1302,1399.52,0.654821
0,1401,1399.67,0.754017
1,1322,1419.51,0.669467
0,1421,1419.66,0.780191
1,1342,1439.55,0.686985
0,1441,1439.69,0.807759
1,1362,1459.5,0.707109
0,1461,1459.69,0.836396
1,1382,1479.53,0.729553
0,1481,1479.69,0.865782
1,1402,1499.51,0.754017
0,1501,1499.66,0.895595
1,1422,1519.57,0.780191
0,1521,1519.72,0.925523
1,1442,1539.57,0.807759
0,1541,1539.68,0.95526
1,1462,1559.54,0.836396
0,1561,1559.69,0.984511
1,1482,1579.56,0.865782
0,1581,1579.7,1.013
1,1502,1599.56,0.895595
0,1601,1599.71,1.04045
1,1522,1619.54,0.925523
0,1621,1619.68,1.06664
1,1542,1639.57,0.95526
0,1641,1639.71,1.09133
1,1562,1659.54,0.984511
0,1661,1659.69,1.11432
1,1582,1679.56,1.013
0,1681,1679.7,1.13543
1,1602,1699.55,1.04045
0,1701,1699.71,1.15451
1,1622,1719.54,1.06664
